"Product #"	"Price Type"	"Price"	"Volume"
"901"	"Wholesale"	"80.0000"	"80.0000"
"902"	"Retail"	"25.0000"	"25.0000"
"902"	"Wholesale"	"25.0000"	"25.0000"
"903"	"Retail"	"25.0000"	"25.0000"
"903"	"Wholesale"	"25.0000"	"25.0000"
"904"	"Retail"	"25.0000"	"25.0000"
"904"	"Wholesale"	"25.0000"	"25.0000"
"905"	"Retail"	"25.0000"	"25.0000"
"905"	"Wholesale"	"25.0000"	"25.0000"
"99BO06013"	"Wholesale"	"1.5000"	"0.0000"
"99BO06013"	"WineClub"	"1.5000"	"0.0000"
"BCCH113"	"Retail"	"20.0000"	"10.0000"
"BCCH113"	"Wholesale"	"14.0000"	"7.0000"
"BCCH113"	"WineClub"	"16.0000"	"8.0000"
"BCCH123H"	"Retail"	"20.0000"	"20.0000"
"BCCH123H"	"Wholesale"	"14.0000"	"14.0000"
"BCCH123H"	"WineClub"	"16.0000"	"16.0000"
"BCCH123HA"	"Retail"	"20.0000"	"20.0000"
"BCCH123HA"	"Wholesale"	"14.0000"	"14.0000"
"BCCH123HA"	"WineClub"	"16.0000"	"16.0000"
"BCCH123HB"	"Retail"	"24.0000"	"21.0000"
"BCCH123HB"	"Wholesale"	"16.8000"	"13.8000"
"BCCH123HB"	"WineClub"	"19.2000"	"16.2000"
"BCPR113S"	"Retail"	"22.0000"	"11.0000"
"BCPR113S"	"Wholesale"	"15.4000"	"7.7000"
"BCPR113S"	"WineClub"	"17.6000"	"8.8000"
"BHCHL112"	"Retail"	"35.0000"	"35.0000"
"BHCHL112"	"Wholesale"	"24.5000"	"24.5000"
"BHCHL112"	"WineClub"	"28.0000"	"14.0000"
"BHPONVC"	"Retail"	"45.0000"	"22.5000"
"BHPONVC"	"Wholesale"	"31.5000"	"15.7500"
"BHPONVC"	"WineClub"	"36.0000"	"18.0000"
"BHSP093"	"Retail"	"40.0000"	"20.0000"
"BHSP093"	"Wholesale"	"28.0000"	"14.0000"
"BHSP093"	"WineClub"	"32.0000"	"16.0000"
"BNSB113S"	"Retail"	"18.0000"	"9.0000"
"BNSB113S"	"Wholesale"	"12.6000"	"6.3000"
"BNSB113S"	"WineClub"	"14.4000"	"7.2000"
"BRCH123"	"Retail"	"45.0000"	"45.0000"
"BRCH123"	"Wholesale"	"31.5000"	"31.5000"
"BRCH123"	"WineClub"	"36.0000"	"36.0000"
"BRME083S"	"Retail"	"45.0000"	"22.5000"
"BRME083S"	"Wholesale"	"31.5000"	"15.7500"
"BRME083S"	"WineClub"	"36.0000"	"18.0000"
"BRPN0636"	"Retail"	"30.0000"	"30.0000"
"BRPN0636"	"Wholesale"	"21.0000"	"21.0000"
"BRPN0636"	"WineClub"	"24.0000"	"24.0000"
"BRPN0836S"	"Retail"	"45.0000"	"22.5000"
"BRPN0836S"	"Wholesale"	"31.5000"	"15.7500"
"BRPN0836S"	"WineClub"	"36.0000"	"18.0000"
"BRSY0836S"	"Retail"	"45.0000"	"45.0000"
"BRSY0836S"	"Wholesale"	"31.5000"	"31.5000"
"BRSY0836S"	"WineClub"	"36.0000"	"36.0000"
"BSCH093H"	"Retail"	"16.0000"	"16.0000"
"BSCH093H"	"Wholesale"	"11.2000"	"11.2000"
"BSCH093H"	"WineClub"	"12.8000"	"12.8000"
"BSME103"	"Retail"	"15.5000"	"7.7500"
"BSME103"	"Wholesale"	"10.8500"	"5.4300"
"BSME103"	"WineClub"	"12.4000"	"6.2000"
"BSRE123"	"Retail"	"20.0000"	"20.0000"
"BSRE123"	"Wholesale"	"14.0000"	"14.0000"
"BSRE123"	"WineClub"	"16.0000"	"16.0000"
"BSRESH123"	"Retail"	"30.0000"	"30.0000"
"BSRESH123"	"Wholesale"	"21.0000"	"21.0000"
"BSRESH123"	"WineClub"	"24.0000"	"24.0000"
"BSRESH123M"	"Retail"	"40.0000"	"40.0000"
"BSRESH123M"	"Wholesale"	"28.0000"	"28.0000"
"BSRESH123M"	"WineClub"	"32.0000"	"32.0000"
"BVCAME113"	"Retail"	"28.0000"	"14.0000"
"BVCAME113"	"Wholesale"	"19.6000"	"9.8000"
"BVCAME113"	"WineClub"	"22.4000"	"11.2000"
"BVCHD0736S"	"Retail"	"20.0000"	"20.0000"
"BVCHD0736S"	"Wholesale"	"10.0000"	"2.0000"
"BVCHD0736S"	"WineClub"	"15.0000"	"4.0000"
"BVCHM0836S"	"Retail"	"36.0000"	"18.0000"
"BVCHM0836S"	"Wholesale"	"25.2000"	"12.6000"
"BVCHM0836S"	"WineClub"	"28.8000"	"14.4000"
"BVCHM0936"	"Retail"	"38.0000"	"19.0000"
"BVCHM0936"	"Wholesale"	"26.6000"	"13.3000"
"BVCHM0936"	"WineClub"	"30.4000"	"15.2000"
"BVCHM0936S"	"Retail"	"38.0000"	"38.0000"
"BVCHM0936S"	"Wholesale"	"26.6000"	"26.6000"
"BVCHM0936S"	"WineClub"	"30.4000"	"30.4000"
"BVGRS123"	"WineClub"	"38.0000"	"19.0000"
"BVPNA113H"	"Retail"	"35.0000"	"35.0000"
"BVPNA113H"	"Wholesale"	"24.5000"	"24.5000"
"BVPNA113H"	"WineClub"	"28.0000"	"28.0000"
"BVPNGE093"	"Retail"	"45.0000"	"45.0000"
"BVPNGE093"	"Wholesale"	"31.5000"	"31.5000"
"BVPNGE093"	"WineClub"	"36.0000"	"36.0000"
"BVPNGE113"	"Retail"	"45.0000"	"45.0000"
"BVPNGE113"	"Wholesale"	"31.5000"	"31.5000"
"BVPNGE113"	"WineClub"	"36.0000"	"36.0000"
"BVPNI123"	"Retail"	"45.0000"	"22.5000"
"BVPNI123"	"Wholesale"	"31.5000"	"15.7500"
"BVPNI123"	"WineClub"	"36.0000"	"18.0000"
"BVRI133HS"	"Retail"	"18.0000"	"18.0000"
"BVRI133HS"	"Wholesale"	"12.6000"	"12.6000"
"BVRI133HS"	"WineClub"	"14.4000"	"14.4000"
"BVZNAT103"	"Retail"	"32.0000"	"16.0000"
"BVZNAT103"	"Wholesale"	"22.4000"	"11.2000"
"BVZNAT103"	"WineClub"	"25.6000"	"12.8000"
"BVZNAT123"	"Retail"	"45.0000"	"22.5000"
"BVZNAT123"	"Wholesale"	"31.5000"	"15.7500"
"BVZNAT123"	"WineClub"	"36.0000"	"18.0000"
"BVZNKA113"	"Retail"	"34.0000"	"17.0000"
"BVZNKA113"	"Wholesale"	"23.8000"	"11.9000"
"BVZNKA113"	"WineClub"	"27.2000"	"13.6000"
"CHCHS133"	"Retail"	"24.0000"	"24.0000"
"CHCHS133"	"Wholesale"	"16.8000"	"16.8000"
"CHCHS133"	"WineClub"	"19.2000"	"19.2000"
"CHCSO113"	"Retail"	"75.0000"	"75.0000"
"CHCSO113"	"Wholesale"	"52.5000"	"52.5000"
"CHCSO113"	"WineClub"	"60.0000"	"60.0000"
"CHPNS123"	"Retail"	"24.0000"	"24.0000"
"CHPNS123"	"Wholesale"	"16.8000"	"16.8000"
"CHPNS123"	"WineClub"	"19.2000"	"19.2000"
"DCHE113"	"Retail"	"35.0000"	"35.0000"
"DCHE113"	"Wholesale"	"24.5000"	"24.5000"
"DCHE113"	"WineClub"	"28.0000"	"28.0000"
"DCHGC073"	"Retail"	"35.0000"	"17.5000"
"DCHGC073"	"Wholesale"	"24.5000"	"12.2500"
"DCHGC073"	"WineClub"	"28.0000"	"14.0000"
"DCHK103"	"Retail"	"45.0000"	"45.0000"
"DCHK103"	"Wholesale"	"31.5000"	"31.5000"
"DCHK103"	"WineClub"	"36.0000"	"36.0000"
"DCHLR133S"	"Retail"	"20.0000"	"10.0000"
"DCHLR133S"	"Wholesale"	"14.0000"	"7.0000"
"DCHLR133S"	"WineClub"	"16.0000"	"8.0000"
"DCHS093"	"Retail"	"17.0000"	"17.0000"
"DCHS093"	"Wholesale"	"11.9000"	"11.9000"
"DCHS093"	"WineClub"	"13.6000"	"13.6000"
"DCHST123"	"Retail"	"35.0000"	"17.5000"
"DCHST123"	"Wholesale"	"24.5000"	"12.5000"
"DCHST123"	"WineClub"	"28.0000"	"14.0000"
"DGWLH092"	"Retail"	"24.0000"	"12.0000"
"DGWLH092"	"Wholesale"	"16.8000"	"8.4000"
"DGWLH092"	"WineClub"	"19.2000"	"9.6000"
"DPNCC113H"	"Retail"	"18.0000"	"18.0000"
"DPNCC113H"	"Wholesale"	"12.6000"	"12.6000"
"DPNCC113H"	"WineClub"	"14.4000"	"14.4000"
"DPNCC123"	"Retail"	"21.0000"	"21.0000"
"DPNCC123"	"Wholesale"	"14.7000"	"14.7000"
"DPNCC123"	"WineClub"	"16.8000"	"16.8000"
"DPND083"	"Retail"	"50.0000"	"25.0000"
"DPND083"	"Wholesale"	"35.0000"	"17.5000"
"DPND083"	"WineClub"	"40.0000"	"20.0000"
"DPND093"	"Retail"	"50.0000"	"50.0000"
"DPND093"	"Wholesale"	"35.0000"	"35.0000"
"DPND093"	"WineClub"	"40.0000"	"40.0000"
"DPNE113"	"Retail"	"58.0000"	"58.0000"
"DPNE113"	"Wholesale"	"40.6000"	"40.6000"
"DPNE113"	"WineClub"	"46.4000"	"46.4000"
"DPNGV083"	"Retail"	"45.0000"	"22.5000"
"DPNGV083"	"Wholesale"	"31.5000"	"15.7500"
"DPNGV083"	"WineClub"	"36.0000"	"18.0000"
"DPNLR063"	"Retail"	"45.0000"	"22.5000"
"DPNLR063"	"Wholesale"	"31.5000"	"15.7500"
"DPNLR063"	"WineClub"	"36.0000"	"18.0000"
"DPNLR065"	"Retail"	"35.0000"	"17.5000"
"DPNLR065"	"Wholesale"	"24.5000"	"0.0000"
"DPNLR065"	"WineClub"	"28.0000"	"14.0000"
"DPNLR133S"	"Retail"	"22.0000"	"22.0000"
"DPNLR133S"	"Wholesale"	"15.4000"	"15.4000"
"DPNLR133S"	"WineClub"	"17.6000"	"17.6000"
"DPNMA073"	"Retail"	"45.0000"	"22.5000"
"DPNMA073"	"Wholesale"	"31.5000"	"15.7500"
"DPNMA073"	"WineClub"	"36.0000"	"18.0000"
"DPNMA093"	"Retail"	"45.0000"	"22.5000"
"DPNMA093"	"Wholesale"	"31.5000"	"15.7500"
"DPNMA093"	"WineClub"	"36.0000"	"18.0000"
"DPNMR093"	"Retail"	"35.0000"	"35.0000"
"DPNMR093"	"Wholesale"	"24.5000"	"24.5000"
"DPNMR093"	"WineClub"	"28.0000"	"28.0000"
"DPNMR103"	"Retail"	"35.0000"	"17.5000"
"DPNMR103"	"Wholesale"	"24.5000"	"12.2500"
"DPNMR103"	"WineClub"	"28.0000"	"14.0000"
"DPNO103"	"Retail"	"40.0000"	"20.0000"
"DPNO103"	"Wholesale"	"28.0000"	"14.0000"
"DPNO103"	"WineClub"	"32.0000"	"16.0000"
"DPNR113"	"Retail"	"24.0000"	"12.0000"
"DPNR113"	"Wholesale"	"16.8000"	"8.4000"
"DPNR113"	"WineClub"	"19.2000"	"9.6000"
"DPNR123"	"Retail"	"24.0000"	"12.0000"
"DPNR123"	"Wholesale"	"16.8000"	"8.4000"
"DPNR123"	"WineClub"	"19.2000"	"9.6000"
"DPNSC093"	"Retail"	"16.0000"	"16.0000"
"DPNSC093"	"Wholesale"	"11.2000"	"11.2000"
"DPNSC093"	"WineClub"	"12.8000"	"12.8000"
"DPNSL123H"	"Retail"	"45.0000"	"45.0000"
"DPNSL123H"	"Wholesale"	"31.5000"	"31.5000"
"DPNSL123H"	"WineClub"	"36.0000"	"36.0000"
"DPRS123H"	"Retail"	"20.0000"	"20.0000"
"DPRS123H"	"Wholesale"	"14.0000"	"14.0000"
"DPRS123H"	"WineClub"	"16.0000"	"16.0000"
"DPRS133H"	"Retail"	"24.0000"	"24.0000"
"DPRS133H"	"Wholesale"	"16.8000"	"16.8000"
"DPRS133H"	"WineClub"	"19.2000"	"19.2000"
"DZNFV083"	"Retail"	"36.0000"	"36.0000"
"DZNFV083"	"Wholesale"	"25.2000"	"25.2000"
"DZNFV083"	"WineClub"	"28.8000"	"28.8000"
"DZNFV093"	"Retail"	"36.0000"	"36.0000"
"DZNFV093"	"Wholesale"	"25.2000"	"25.2000"
"DZNFV093"	"WineClub"	"28.8000"	"28.8000"
"DZNFV103"	"Retail"	"36.0000"	"18.0000"
"DZNFV103"	"Wholesale"	"25.2000"	"12.6000"
"DZNFV103"	"WineClub"	"28.8000"	"14.4000"
"DZNNV083"	"Retail"	"32.0000"	"16.0000"
"DZNNV083"	"Wholesale"	"22.4000"	"11.2000"
"DZNNV083"	"WineClub"	"25.6000"	"12.8000"
"DZNNV103"	"Retail"	"32.0000"	"32.0000"
"DZNNV103"	"Wholesale"	"22.4000"	"22.4000"
"DZNNV103"	"WineClub"	"25.6000"	"25.6000"
"DZNO103"	"Retail"	"32.0000"	"16.0000"
"DZNO103"	"Wholesale"	"22.4000"	"11.2000"
"DZNO103"	"WineClub"	"25.6000"	"12.8000"
"DZNR103"	"Retail"	"20.0000"	"10.0000"
"DZNR103"	"Wholesale"	"14.0000"	"7.0000"
"DZNR103"	"WineClub"	"16.0000"	"8.0000"
"DZNR113"	"Retail"	"20.0000"	"10.0000"
"DZNR113"	"Wholesale"	"14.0000"	"7.0000"
"DZNR113"	"WineClub"	"16.0000"	"8.0000"
"DZNRV093"	"Retail"	"45.0000"	"22.5000"
"DZNRV093"	"Wholesale"	"31.5000"	"15.7500"
"DZNRV093"	"WineClub"	"36.0000"	"18.0000"
"FRBR123S"	"Retail"	"20.0000"	"10.0000"
"FRBR123S"	"Wholesale"	"14.0000"	"7.0000"
"FRBR123S"	"WineClub"	"16.0000"	"8.0000"
"FRCHMA123"	"Retail"	"25.0000"	"25.0000"
"FRCHMA123"	"Wholesale"	"17.5000"	"17.5000"
"FRCHMA123"	"WineClub"	"20.0000"	"20.0000"
"FRCHMA133"	"Retail"	"25.0000"	"12.5000"
"FRCHMA133"	"Wholesale"	"17.5000"	"8.7500"
"FRCHMA133"	"WineClub"	"20.0000"	"10.0000"
"FRCSNA123"	"Retail"	"30.0000"	"30.0000"
"FRCSNA123"	"Wholesale"	"21.0000"	"21.0000"
"FRCSNA123"	"WineClub"	"24.0000"	"24.0000"
"FRFR093H"	"Retail"	"30.0000"	"30.0000"
"FRFR093H"	"Wholesale"	"21.0000"	"21.0000"
"FRFR093H"	"WineClub"	"24.0000"	"24.0000"
"FRLO093"	"Retail"	"30.0000"	"30.0000"
"FRLO093"	"Wholesale"	"21.0000"	"21.0000"
"FRLO093"	"WineClub"	"24.0000"	"24.0000"
"FRNA093"	"Retail"	"30.0000"	"30.0000"
"FRNA093"	"Wholesale"	"21.0000"	"21.0000"
"FRNA093"	"WineClub"	"24.0000"	"24.0000"
"FRREFR123H"	"Retail"	"25.0000"	"25.0000"
"FRREFR123H"	"Wholesale"	"17.5000"	"17.5000"
"FRREFR123H"	"WineClub"	"20.0000"	"20.0000"
"JCH33103"	"Retail"	"75.0000"	"75.0000"
"JCH33103"	"Wholesale"	"52.5000"	"52.5000"
"JCH33103"	"WineClub"	"60.0000"	"60.0000"
"JCH76083"	"Retail"	"21.0000"	"21.0000"
"JCH76083"	"Wholesale"	"14.7000"	"14.7000"
"JCH76083"	"WineClub"	"16.8000"	"16.8000"
"JCH76103"	"Retail"	"35.0000"	"35.0000"
"JCH76103"	"Wholesale"	"24.5000"	"24.5000"
"JCH76103"	"WineClub"	"28.0000"	"28.0000"
"JCH81093"	"Retail"	"30.0000"	"30.0000"
"JCH81093"	"Wholesale"	"21.0000"	"21.0000"
"JCH81093"	"WineClub"	"24.0000"	"24.0000"
"JCH81103C"	"Retail"	"30.0000"	"30.0000"
"JCH81103C"	"Wholesale"	"21.0000"	"21.0000"
"JCH81103C"	"WineClub"	"24.0000"	"24.0000"
"JCH81113"	"Retail"	"30.0000"	"15.0000"
"JCH81113"	"Wholesale"	"21.0000"	"11.5000"
"JCH81113"	"WineClub"	"24.0000"	"12.0000"
"JCS01103"	"Retail"	"200.0000"	"100.0000"
"JCS01103"	"Wholesale"	"200.0000"	"100.0000"
"JCS01103"	"WineClub"	"200.0000"	"100.0000"
"JCS10103"	"Retail"	"200.0000"	"100.0000"
"JCS10103"	"Wholesale"	"200.0000"	"100.0000"
"JCS10103"	"WineClub"	"200.0000"	"100.0000"
"JPN03103"	"Retail"	"123.0000"	"123.0000"
"JPN03103"	"Wholesale"	"123.0000"	"123.0000"
"JPN03103"	"WineClub"	"123.0000"	"123.0000"
"JPN07113"	"Retail"	"50.0000"	"50.0000"
"JPN07113"	"Wholesale"	"35.0000"	"35.0000"
"JPN07113"	"WineClub"	"40.0000"	"40.0000"
"JPN11103"	"Retail"	"60.0000"	"30.0000"
"JPN11103"	"Wholesale"	"42.0000"	"21.0000"
"JPN11103"	"WineClub"	"48.0000"	"24.0000"
"JPN12103H"	"Retail"	"35.0000"	"35.0000"
"JPN12103H"	"Wholesale"	"24.5000"	"24.5000"
"JPN12103H"	"WineClub"	"28.0000"	"28.0000"
"JPN12123H"	"Retail"	"35.0000"	"35.0000"
"JPN12123H"	"Wholesale"	"24.5000"	"24.5000"
"JPN12123H"	"WineClub"	"28.0000"	"28.0000"
"JPN22083"	"Retail"	"75.0000"	"37.5000"
"JPN22083"	"Wholesale"	"52.5000"	"26.2500"
"JPN22083"	"WineClub"	"60.0000"	"30.0000"
"JPR08113s"	"Retail"	"25.0000"	"25.0000"
"JPR08113s"	"Wholesale"	"17.5000"	"17.5000"
"JPR08113s"	"WineClub"	"20.0000"	"20.0000"
"JPR08123S"	"Retail"	"25.0000"	"25.0000"
"JPR08123S"	"Wholesale"	"17.5000"	"17.5000"
"JPR08123S"	"WineClub"	"20.0000"	"20.0000"
"JPR08133S"	"Retail"	"25.0000"	"25.0000"
"JPR08133S"	"Wholesale"	"17.5000"	"17.5000"
"JPR08133S"	"WineClub"	"20.0000"	"20.0000"
"LVCSM103"	"Retail"	"12.9900"	"6.5000"
"LVCSM103"	"Wholesale"	"9.0900"	"4.5500"
"LVCSM103"	"WineClub"	"10.3900"	"5.2000"
"LVMEM083"	"Retail"	"13.9900"	"7.0000"
"LVMEM083"	"Wholesale"	"9.5000"	"4.7500"
"LVMEM083"	"WineClub"	"11.1900"	"5.9600"
"LVPNM103"	"Retail"	"18.0000"	"18.0000"
"LVPNM103"	"Wholesale"	"12.6000"	"12.6000"
"LVPNM103"	"WineClub"	"14.4000"	"14.4000"
"LVREC113"	"Retail"	"20.0000"	"20.0000"
"LVREC113"	"Wholesale"	"14.0000"	"14.0000"
"LVREC113"	"WineClub"	"16.0000"	"16.0000"
"LVSBM113S"	"Retail"	"13.0000"	"13.0000"
"LVSBM113S"	"Wholesale"	"9.1000"	"9.1000"
"LVSBM113S"	"WineClub"	"10.4000"	"10.4000"
"LYCSAV093"	"Retail"	"20.0000"	"10.0000"
"LYCSAV093"	"Wholesale"	"14.0000"	"7.0000"
"LYCSAV093"	"WineClub"	"16.0000"	"8.0000"
"LYCSCH093"	"Retail"	"30.0000"	"15.0000"
"LYCSCH093"	"Wholesale"	"21.0000"	"0.0000"
"LYCSCH093"	"WineClub"	"24.0000"	"12.0000"
"LYCSCH093"	"WineClub"	"24.0000"	"24.0000"
"LYFLW103S"	"Retail"	"12.0000"	"6.0000"
"LYFLW103S"	"Wholesale"	"8.4000"	"4.2000"
"LYFLW103S"	"WineClub"	"9.6000"	"4.8000"
"LYLCH113"	"Retail"	"13.0000"	"6.5000"
"LYLCH113"	"Wholesale"	"9.1000"	"4.5500"
"LYLCH113"	"WineClub"	"10.4000"	"5.2000"
"LYPN113"	"Retail"	"20.0000"	"10.0000"
"LYPN113"	"Wholesale"	"14.0000"	"7.0000"
"LYPN113"	"WineClub"	"16.0000"	"8.0000"
"LYRM103H"	"Retail"	"18.0000"	"18.0000"
"LYRM103H"	"Wholesale"	"12.6000"	"12.6000"
"LYRM103H"	"WineClub"	"14.4000"	"14.4000"
"NAPME010BK"	"Retail"	"25.7500"	"12.8800"
"NAPME010BK"	"Wholesale"	"18.0000"	"9.0000"
"NAPME010BK"	"WineClub"	"20.6000"	"10.3000"
"NAPME011BK"	"Retail"	"25.7500"	"12.8800"
"NAPME011BK"	"Wholesale"	"18.0000"	"9.0000"
"NAPME011BK"	"WineClub"	"20.6000"	"10.3000"
"NAPME012BR"	"Retail"	"25.7500"	"12.8800"
"NAPME012BR"	"Wholesale"	"18.0000"	"9.0000"
"NAPME012BR"	"WineClub"	"20.6000"	"10.3000"
"NAPME0132X"	"Retail"	"55.7500"	"27.8800"
"NAPME0132X"	"Wholesale"	"39.0000"	"19.5000"
"NAPME0132X"	"WineClub"	"44.6000"	"22.3000"
"NAPME013LG"	"Retail"	"55.7500"	"27.8800"
"NAPME013LG"	"Wholesale"	"39.0000"	"19.5000"
"NAPME013LG"	"WineClub"	"44.6000"	"22.3000"
"NAPME013ME"	"Retail"	"55.7500"	"27.8800"
"NAPME013ME"	"Wholesale"	"39.0000"	"19.5000"
"NAPME013ME"	"WineClub"	"44.6000"	"22.3000"
"NAPME013SM"	"Retail"	"55.7500"	"27.8800"
"NAPME013SM"	"Wholesale"	"39.0000"	"19.5000"
"NAPME013SM"	"WineClub"	"44.6000"	"22.3000"
"NAPME013XL"	"Retail"	"55.7500"	"27.8800"
"NAPME013XL"	"Wholesale"	"39.0000"	"19.5000"
"NAPME013XL"	"WineClub"	"44.6000"	"22.3000"
"NAPME014LG"	"Retail"	"31.5000"	"15.7500"
"NAPME014LG"	"Wholesale"	"22.0000"	"11.0000"
"NAPME014LG"	"WineClub"	"25.2000"	"12.6000"
"NAPME014ME"	"Retail"	"31.5000"	"15.7500"
"NAPME014ME"	"Wholesale"	"22.0000"	"11.0000"
"NAPME014ME"	"WineClub"	"25.2000"	"12.6000"
"NAPME014SM"	"Retail"	"31.5000"	"15.7500"
"NAPME014SM"	"Wholesale"	"22.0000"	"11.0000"
"NAPME014SM"	"WineClub"	"25.2000"	"12.6000"
"NAPME014XL"	"Retail"	"31.5000"	"15.7500"
"NAPME014XL"	"Wholesale"	"22.0000"	"11.0000"
"NAPME014XL"	"WineClub"	"25.2000"	"12.6000"
"NAPME014XX"	"Retail"	"31.5000"	"15.7500"
"NAPME014XX"	"Wholesale"	"22.0000"	"11.0000"
"NAPME014XX"	"WineClub"	"25.2000"	"12.6000"
"NAPME027"	"Retail"	"50.0000"	"25.0000"
"NAPME027"	"Retail"	"50.0000"	"50.0000"
"NAPME027"	"Wholesale"	"35.0000"	"17.5000"
"NAPME027"	"WineClub"	"40.0000"	"20.0000"
"NAPME083"	"Retail"	"65.0000"	"32.5000"
"NAPME083"	"Wholesale"	"45.5000"	"22.7500"
"NAPME083"	"WineClub"	"52.0000"	"26.0000"
"NAPME12003"	"Retail"	"31.5000"	"15.7500"
"NAPME12003"	"Wholesale"	"22.0000"	"11.0000"
"NAPME12003"	"WineClub"	"25.2000"	"12.6000"
"NAPME91001"	"Retail"	"435.0000"	"217.5000"
"NAPME91001"	"Wholesale"	"304.5000"	"152.2500"
"NAPME91001"	"WineClub"	"348.0000"	"174.0000"
"NAPME91002"	"Retail"	"140.0000"	"70.0000"
"NAPME91002"	"Wholesale"	"98.0000"	"49.0000"
"NAPME91002"	"WineClub"	"112.0000"	"56.0000"
"NAPME91003"	"Retail"	"255.0000"	"127.5000"
"NAPME91003"	"Wholesale"	"178.5000"	"89.2500"
